ИндексОПС;Доставочный уч.;Улица;Дом ;Номер подъезда;Кол-во квартир
398902;ДУ-3;Ударников;Дом 12;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 13 Б;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 14;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 20 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 21;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 23;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 26;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 26 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 27 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 32 /1;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 56 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 59;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 6 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 7;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 70 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 72 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 76 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 7 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 8 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 90 /1;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 92;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 93 Б;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 98;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 102;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 106;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 26 Б;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 26 В;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 37 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 38;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 38 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 38 Б;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 38 В;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 88 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 90;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 90 /2;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 90 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 93;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 95;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 97;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 31 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 24 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 36;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 94 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 23 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 27 Б;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 28 Б  /175;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 28 Б  /252;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 28 Б  /70;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 55;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 93 А;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 25;Подъезд-;Квартир-
398902;ДУ-3;Ударников;Дом 53;Подъезд-;Квартир-
398914;ДУ-3;Сокольская-Сселки;Дом 30;Подъезд-;Квартир-
398914;ДУ-3;Сокольская-Сселки;Дом 31;Подъезд-;Квартир-
398914;ДУ-3;Сокольская-Сселки;Дом 32;Подъезд-;Квартир-
